conference,year,season,session_id,paper_id,area_code,area_name,tier1,map_source,title
IEDM,2025,S2025-26,36,36-1,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,session,First Integration of GaN Low-Voltage PA MMIC into Mobile Handsets with Superior Efficiency Over 50%
IEDM,2025,S2025-26,36,36-2,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,session,GaN Chiplet Technology Based on 300mm GaN-on-Silicon
IEDM,2025,S2025-26,36,36-3,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,session,Demonstration of 5.74/11.0 W/mm Au-free GaN Monolithic-integrated E/D-mode Platform on HR-Si for
IEDM,2025,S2025-26,36,36-4,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,session,Monolithic 3D Integration of III-V HEMTs on Glass Using Ultra-Thin Dielectric Bonding Layer: A High
IEDM,2025,S2025-26,36,36-5,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,session,Low Thermal Resistance X-band AlGaN/GaN/AlN-on-SiC RF Power HEMTs with Record Pout = 41 W/mm
IEDM,2025,S2025-26,36,36-6,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,session,Demonstration of the Dual Role of Topside Diamond as a Passivation Layer and Heat Spreader in
IEDM,2025,S2025-26,36,36-7,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,session,First RF Operation of AlGaN-channel Polarization-Doped FETs with Average Al-content Over 0.75
IEDM,2025,S2025-26,37,37-1,D2,Memory Devices & Technology,Devices & Process Technology,session,Single-domain Switching Dynamics in BEOL Nanoscale Ferroelectric Field-effect Transistors
IEDM,2025,S2025-26,37,37-2,D2,Memory Devices & Technology,Devices & Process Technology,session,First Demonstration of Oxide Semiconductor BEOL-Compatible Dual-Gate FeFET Achieving a Record
IEDM,2025,S2025-26,37,37-3,D2,Memory Devices & Technology,Devices & Process Technology,session,First Demonstration of BEOL-compatible Stacked Nanosheet FeFETs Enabling Enhanced Area Efficiency
IEDM,2025,S2025-26,37,37-4,D2,Memory Devices & Technology,Devices & Process Technology,session,First Demonstration of 3D Fe-VNAND with Function-Separated Dual-Layer Oxide Semiconductor
IEDM,2025,S2025-26,37,37-5,D2,Memory Devices & Technology,Devices & Process Technology,session,Ferroelectric Memcapacitor Crossbar Array with NAND Flash Structure for In-Memory Computing
IEDM,2025,S2025-26,37,37-6,D2,Memory Devices & Technology,Devices & Process Technology,session,A Novel Ferroelectric Charge-Steering Memcapacitor Array based Δ-CIM with Enhanced Parallelism and
IEDM,2025,S2025-26,37,37-7,D2,Memory Devices & Technology,Devices & Process Technology,session,Securing 3D NAND Without Density Loss via In-Situ Encryption Using a Single Transistor XOR Cell
IEDM,2025,S2025-26,37,37-8,D2,Memory Devices & Technology,Devices & Process Technology,session,First Demonstration of Federated Learning with Homomorphic Encryption Using Vertically-stacked
IEDM,2025,S2025-26,38,38-1,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,Comprehensive Enhancements for AI Mobile Edge Computing: Innovations from Device-Level
IEDM,2025,S2025-26,38,38-2,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,Extending Vertical FET for Advanced Logic Scaling with Architecture Innovations: Dual-sided Global
IEDM,2025,S2025-26,38,38-3,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,Active BSCDN Benchmark Framework with Backside-Compatible CNFET Logic Technology
IEDM,2025,S2025-26,38,38-4,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,First Demonstration of LaO Atomic Flip Dipole Technique with Single Dipole Shifter in CMOS GAA
IEDM,2025,S2025-26,38,38-5,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,First Demonstration of Quasi-Single-Crystal (QSC) HfZrON Gate Dielectric (κ=67) with sub-5 Å EOT and
IEDM,2025,S2025-26,38,38-6,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,Efficient Power Delivery Network of Enhancement and Depletion Mode GaN FeMHEMT by Ferroelectric
IEDM,2025,S2025-26,38,38-7,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,Sub-micron AlN Films with High Thermal Conductivity and Electrical Resistivity for Efficient Heat
IEDM,2025,S2025-26,38,38-8,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,Thermal Mitigation Strategy for 3D Stacked Devices: Leveraging Dense BN Low-k Dielectrics with
IEDM,2025,S2025-26,39,39-1,D2,Memory Devices & Technology,Devices & Process Technology,session,World First 8nm 128Mb Embedded STT-MRAM for Automotive Application
IEDM,2025,S2025-26,39,39-2,D2,Memory Devices & Technology,Devices & Process Technology,session,Wafer-level Magnetic Shielding for Highly Reliable STT-MRAM with Enhanced Magnetic Immunity
IEDM,2025,S2025-26,39,39-3,D2,Memory Devices & Technology,Devices & Process Technology,session,Progress and Gaps in Double Spin-torque MTJs for Last Level Cache Applications
IEDM,2025,S2025-26,39,39-4,D2,Memory Devices & Technology,Devices & Process Technology,session,Novel Field Free Type-C SOT-MRAM Devices with Circular MTJ and 8kb Array Demonstration
IEDM,2025,S2025-26,39,39-5,D2,Memory Devices & Technology,Devices & Process Technology,session,Ultra High Density 1D1R FinFET Dielectric RRAM in 5nm FinFET CMOS Logic Process
IEDM,2025,S2025-26,39,39-6,D2,Memory Devices & Technology,Devices & Process Technology,session,High-Density RRAM for Advanced Logic Process: A Hybrid-Driven Cell with Self-Aligned Isolation
IEDM,2025,S2025-26,39,39-7,D2,Memory Devices & Technology,Devices & Process Technology,session,A Novel High-Density and Stackable 3D Vertical RRAM-Based CIM Macro with 72.9-TOPS/W Energy
IEDM,2025,S2025-26,39,39-8,D2,Memory Devices & Technology,Devices & Process Technology,session,"Atomic-Gap Polarization Switching in 3D-Stackable FTJ/CBRAM Hybrid Memory for High-Performance,"
IEDM,2025,S2025-26,40,40-1,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,Novel Low Temperature SiO Formation Process by Oxygen and Hydrogen Radicals for Core and I/O RMG
IEDM,2025,S2025-26,40,40-2,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,5nm FinFET Differential Plasma Recorder Device
IEDM,2025,S2025-26,40,40-3,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,First Systematic Characterization of Floating Body Effects in GAA Nanosheet 3D DRAM Access
IEDM,2025,S2025-26,40,40-4,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,Reliability-Aware Front-End-of-Line & Circuit Design Considerations for Next Generation Gate-All
IEDM,2025,S2025-26,40,40-5,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,Improving IGZO transistor PBTI reliability with hydrogen anneal achieving overdrive voltage of 1.2V for a
IEDM,2025,S2025-26,40,40-6,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,DC and AC PBTI / NBTI Analysis for BEOL Oxide FETs via On-the-Fly Measurement and Modeling
IEDM,2025,S2025-26,40,40-7,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,Beyond ΔV : Unlock New Insights into Hydrogen-Induced BTI in ITO FETs through G and R Dynamics
IEDM,2025,S2025-26,40,40-8,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,Hydrogenation-Immune Oxide Semiconductor FETs via Hetero-Integration-Compatible Hydrogen
IEDM,2025,S2025-26,41,41-1,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,Photonic Interconnect for Next-Generation AI Systems
IEDM,2025,S2025-26,41,41-2,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,Co-packaged Optics Module with Single-Mode Polymer Waveguide
IEDM,2025,S2025-26,41,41-3,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,Silicon Photonics Modulators and Photodetectors for Next-Generation CPO and Optical I/O
IEDM,2025,S2025-26,41,41-4,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,Heterogeneously Integrated Membrane Lasers and EAMs on Si Platform for Energy-Efficient Optical Link
IEDM,2025,S2025-26,41,41-5,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,What's Next for Optical Switching?
IEDM,2025,S2025-26,41,41-6,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,Large-scale Silicon Photonic Integrated Circuits for Sustainable AI Infrastructure
IEDM,2025,S2025-26,41,41-7,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,Scalable Integrated Photonics for Enhanced Connectivity
IEDM,2025,S2025-26,41,41-8,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,GeSnOI Lasers for Laser-Integrated Photonic Chips
IEDM,2025,S2025-26,42,42-1,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,3D FMCW Wide-angle Flash Lidar: Towards System Integration and In-pixel Frequency Measurement
IEDM,2025,S2025-26,42,42-2,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,A 120 dB Dynamic Range 3D Stacked 2-Stage LOFIC CMOS Image Sensor with Illuminance-Adaptive
IEDM,2025,S2025-26,42,42-3,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,A 129 dB Dynamic Range Triple Readout CMOS Image Sensor with FWC Enhancement Technology
IEDM,2025,S2025-26,42,42-4,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,Flexible 256×256 All-Organic-Transistor Active-Matrix Optical Imager with Integrated Gate Driver
IEDM,2025,S2025-26,42,42-5,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,"A Global Shutter Burst CMOS Image Sensor with 6-Tpixel/s Readout Speed, 256-recording Frames and"
IEDM,2025,S2025-26,42,42-6,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,Silicon-on-Insulator Pixel FinFET Technology for a High Conversion Gain and Low Dark Noise 2-Layer
IEDM,2025,S2025-26,42,42-7,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,A 0.43µm Quad-Photodiode CMOS Image Sensor by 3-Wafer-Stacking and Dual-Backside Deep Trench
IEDM,2025,S2025-26,42,42-8,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,"A 2-layer, 0.7μm-pitch Dual Photodiode Pixel CMOS Image Sensors with Metaphotonic Color Router"
IEDM,2025,S2025-26,43,43-1,D8,"Sensors, MEMS & Bio-devices",Devices & Process Technology,session,Ultra-Wide Range and High-Sensitivity Protein Detection for Heart Disease Using Ultrathin
IEDM,2025,S2025-26,43,43-2,D8,"Sensors, MEMS & Bio-devices",Devices & Process Technology,session,800 ppi 1-T Dual-Gate IGZO Ion-Sensitive Thin-Film Transistor Array with Super-Nernstian Sensitivity of
IEDM,2025,S2025-26,43,43-3,D8,"Sensors, MEMS & Bio-devices",Devices & Process Technology,session,Ultra-large-scale Active-matrix Digital Microfluidic System Integrated with Droplet Position Sensing and
IEDM,2025,S2025-26,43,43-4,D8,"Sensors, MEMS & Bio-devices",Devices & Process Technology,session,Fabrication of Solid-State Nanopores with EUV Lithography
IEDM,2025,S2025-26,43,43-5,D8,"Sensors, MEMS & Bio-devices",Devices & Process Technology,session,Monolithic 3D-Integrated Neuromorphic Biosignal Processor Using Hydrogen-Controlled Dual-Gate TFTs
IEDM,2025,S2025-26,43,43-6,D8,"Sensors, MEMS & Bio-devices",Devices & Process Technology,session,Aligned Carbon Nanotube BioFETs: Toward High-Throughput Single-Molecule Sensing
IEDM,2025,S2025-26,43,43-7,D8,"Sensors, MEMS & Bio-devices",Devices & Process Technology,session,Dual-gate Ion-Sensitive Ferroelectric Field-Effect Transistor with Ultra-High Sensitivity >1000 mV/pH
ISSCC,2024,S2023-24,1,1.1,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,Semiconductor Industry: Present & Future
ISSCC,2024,S2023-24,1,1.2,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,Racing Down the Slopes of Moore’s Law
ISSCC,2024,S2023-24,1,1.3,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,Computing in the Era of Generative AI
ISSCC,2024,S2023-24,1,1.4,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,Fueling Semiconductor Innovation
ISSCC,2024,S2023-24,2,2.1,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,A 4nm 3.4GHz Tri-Gear Fully Out-of-Order ARMv9.2 CPU
ISSCC,2024,S2023-24,2,2.2,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,“Zen 4c”: The AMD 5nm Area-Optimized x86-64 Microprocessor Core
ISSCC,2024,S2023-24,2,2.3,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,Emerald Rapids: 5th-Generation Intel® Xeon® Scalable Processors
ISSCC,2024,S2023-24,2,2.4,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,ATOMUS: A 5nm 32TFLOPS/128TOPS ML System-on-Chip for Latency
ISSCC,2024,S2023-24,2,2.5,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,A 28nm Physical-Based Ray-Tracing Rendering Processor for
ISSCC,2024,S2023-24,2,2.6,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,A 131mW 6.4Gb/s 256×32 Multi-User MIMO OTFS Detector for Next
ISSCC,2024,S2023-24,2,2.7,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,BayesBB: A 9.6Gb/s 1.61ms Configurable All-Message-Passing
ISSCC,2024,S2023-24,2,2.8,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,"A 21.9ns 15.7Gb/s/mm2 (128, 15) BOSS FEC Decoder for 5G/6G URLLC"
ISSCC,2024,S2023-24,3,3.1,C2,Data Converters & Analog Circuits,Circuits & Systems,session,A PVT-Insensitive Sub-Ranging Current Reference Achieving 11.4ppm/°C
ISSCC,2024,S2023-24,3,3.2,C2,Data Converters & Analog Circuits,Circuits & Systems,session,A 0.028mm2 32MHz RC Frequency Reference in 0.18μm CMOS with
ISSCC,2024,S2023-24,3,3.3,C2,Data Converters & Analog Circuits,Circuits & Systems,session,A 0.5V 6.14μW Trimming-Free Single-XO Dual-Output Frequency
ISSCC,2024,S2023-24,3,3.4,C2,Data Converters & Analog Circuits,Circuits & Systems,session,A 14b 98Hz-to-5.9kHz 1.7-to-50.8μW BW/Power Scalable Sensor
ISSCC,2024,S2023-24,3,3.5,C2,Data Converters & Analog Circuits,Circuits & Systems,session,A 4mW 45pT/√Hz Magnetoimpedance-Based ΔΣ Magnetometer with
ISSCC,2024,S2023-24,3,3.6,C2,Data Converters & Analog Circuits,Circuits & Systems,session,An Amplifier-Less CMOS Potentiostat IC Consuming 3.7nW Power all
ISSCC,2024,S2023-24,3,3.7,C2,Data Converters & Analog Circuits,Circuits & Systems,session,A β-Compensated NPN-Based Temperature Sensor with ±0.1°C (3σ)
ISSCC,2024,S2023-24,3,3.8,C2,Data Converters & Analog Circuits,Circuits & Systems,session,A 0.65V 900μm2 BEoL RC-Based Temperature Sensor with ±1°C
ISSCC,2024,S2023-24,3,3.9,C2,Data Converters & Analog Circuits,Circuits & Systems,session,A 1.2V High-Voltage-Tolerant Bootstrapped Analog Sampler in 12-bit
ISSCC,2024,S2023-24,3,3.10,C2,Data Converters & Analog Circuits,Circuits & Systems,session,A 0.69/0.58-PEF 1.6nW/24nW Capacitively Coupled Chopper
ISSCC,2024,S2023-24,4,4.1,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,title,A 79.7μW Two-Transceiver Direct-RF 7.875GHz UWB Radar SoC in 40nm
ISSCC,2024,S2023-24,4,4.2,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,title,A Tri-Band Dual-Concurrent Wi-Fi 802.11be Transceiver Achieving -46dB
ISSCC,2024,S2023-24,4,4.3,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,title,A 43mm2 Fully Integrated Legacy Cellular and 5G FR1 RF Transceiver
ISSCC,2024,S2023-24,4,4.4,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,title,A Highly-Integrated 6-Phase Cell-Reused Digital Transmitter Using 1/3
ISSCC,2024,S2023-24,4,4.5,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,title,"A Reconfigurable, Multi-Channel Quantized-Analog Transmitter with"
ISSCC,2024,S2023-24,5,5.1,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,session,A 5-to-16GHz Reconfigurable Quadrature Receiver with 50% Duty-Cycle
ISSCC,2024,S2023-24,5,5.2,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,session,0.25-to-4GHz Harmonic-Resilient Receiver with Built-In HR at Antenna
ISSCC,2024,S2023-24,5,5.3,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,session,A 0.072mm2 18-to-21GHz Non-Uniform Sub-Sampling Receiver with a
ISSCC,2024,S2023-24,5,5.4,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,session,A 22.4-to-30.7GHz Phased-Array Receiver with Beam-Pattern
ISSCC,2024,S2023-24,5,5.5,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,session,A Stacking Mixer-First Receiver Achieving >20dBm Adjacent-Channel
ISSCC,2024,S2023-24,6,6.1,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,12Mb/s 4×4 Ultrasound MIMO Relay with Wireless Power and
ISSCC,2024,S2023-24,6,6.2,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,An Ultrasound-Powering TX with a Global Charge-Redistribution
ISSCC,2024,S2023-24,6,6.3,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,Imager with In-Sensor Event Detection and Morphological
ISSCC,2024,S2023-24,6,6.4,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,A Resonant High-Voltage Pulser for Battery-Powered Ultrasound Devices
ISSCC,2024,S2023-24,6,6.5,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,A 0.5°-Resolution Hybrid Dual-Band Ultrasound Imaging SoC for UAV
ISSCC,2024,S2023-24,6,6.6,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,Withdrawn by ISSCC
ISSCC,2024,S2023-24,6,6.7,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,A 160×120 Flash LiDAR Sensor with Fully Analog-Assisted In-Pixel
ISSCC,2024,S2023-24,6,6.8,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,A 256×192-Pixel 30fps Automotive Direct Time-of-Flight LiDAR Using 8×
ISSCC,2024,S2023-24,6,6.9,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,A 0.35V 0.367TOPS/W Image Sensor with 3-Layer Optical-Electronic
ISSCC,2024,S2023-24,6,6.10,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,A 1/1.56-inch 50Mpixel CMOS Image Sensor with 0.5μm pitch
ISSCC,2024,S2023-24,6,6.11,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,A 320x240 CMOS LiDAR Sensor with 6-Transistor nMOS-Only SPAD
ISSCC,2024,S2023-24,7,7.1,C4,Wireline & Optical I/O,Circuits & Systems,session,A 2.69pJ/b 212Gb/s DSP-Based PAM-4 Transceiver for Optical
ISSCC,2024,S2023-24,7,7.2,C4,Wireline & Optical I/O,Circuits & Systems,session,A 224Gb/s sub-pJ/b PAM-4 and PAM-6 DAC-Based Transmitter in 3nm
ISSCC,2024,S2023-24,7,7.3,C4,Wireline & Optical I/O,Circuits & Systems,session,A 224Gb/s 3pJ/b 40dB Insertion Loss Transceiver in 3nm FinFET CMOS
ISSCC,2024,S2023-24,7,7.4,C4,Wireline & Optical I/O,Circuits & Systems,session,A 0.027mm2 5.6-to-7.8GHz Ring-Oscillator-Based Ping-Pong Sampling
ISSCC,2024,S2023-24,7,7.5,C4,Wireline & Optical I/O,Circuits & Systems,session,A 224Gb/s/wire Single-Ended PAM-4 Transceiver Front-End with 29dB
ISSCC,2024,S2023-24,7,7.6,C4,Wireline & Optical I/O,Circuits & Systems,session,A 112Gb/s/pin Single-Ended Crosstalk-Cancellation Transceiver with
ISSCC,2024,S2023-24,7,7.7,C4,Wireline & Optical I/O,Circuits & Systems,session,A 2.16pJ/b 112Gb/s PAM-4 Transceiver with Time-Interleaved 2b/3b
ISSCC,2024,S2023-24,7,7.8,C4,Wireline & Optical I/O,Circuits & Systems,session,A 69.3fs Ring-Based Sampling-PLL Achieving 6.8GHz-to-14GHz and
ISSCC,2024,S2023-24,7,7.9,C4,Wireline & Optical I/O,Circuits & Systems,session,An 8b 6-to-12GHz 0.18mW/GHz DC Modulated Ramp-Based Phase
ISSCC,2024,S2023-24,2,2.4,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,ATOMUS: A 5nm 32TFLOPS/128TOPS ML System-on-Chip for Latency Critical
ISSCC,2024,S2023-24,2,2.7,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,BayesBB: A 9.6Gb/s 1.61ms Configurable All-Message-Passing Baseband
ISSCC,2024,S2023-24,3,3.1,C2,Data Converters & Analog Circuits,Circuits & Systems,session,A PVT-Insensitive Sub-Ranging Current Reference Achieving 11.4ppm/°C from
ISSCC,2024,S2023-24,3,3.3,C2,Data Converters & Analog Circuits,Circuits & Systems,session,A 0.5V 6.14μW Trimming-Free Single-XO Dual-Output Frequency Reference with
ISSCC,2024,S2023-24,4,4.1,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,title,A 79.7μW Two-Transceiver Direct-RF 7.875GHz UWB Radar SoC in 40nm CMOS
ISSCC,2024,S2023-24,6,6.2,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,An Ultrasound-Powering TX with a Global Charge-Redistribution Adiabatic Drive
ISSCC,2024,S2023-24,6,6.5,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,A 0.5°-Resolution Hybrid Dual-Band Ultrasound Imaging SoC for UAV Applications
ISSCC,2024,S2023-24,6,6.11,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,A 320x240 CMOS LiDAR Sensor with 6-Transistor nMOS-Only SPAD Analog Front
ISSCC,2024,S2023-24,7,7.2,C4,Wireline & Optical I/O,Circuits & Systems,session,A 224Gb/s sub-pJ/b PAM-4 and PAM-6 DAC-Based Transmitter in 3nm FinFET
ISSCC,2024,S2023-24,7,7.3,C4,Wireline & Optical I/O,Circuits & Systems,session,A 224Gb/s 3pJ/b 40dB Insertion Loss Transceiver in 3nm FinFET CMOS
ISSCC,2024,S2023-24,7,7.7,C4,Wireline & Optical I/O,Circuits & Systems,session,A 2.16pJ/b 112Gb/s PAM-4 Transceiver with Time-Interleaved 2b/3b ADCs and
ISSCC,2024,S2023-24,8,8.6,C5,Power Management Circuits,Circuits & Systems,session,An Integrated Dual-side Series/Parallel Piezoelectric Resonator-Based 20-to-2.2V
ISSCC,2024,S2023-24,9,9.8,C2,Data Converters & Analog Circuits,Circuits & Systems,session,A 9.3nV/rtHz 20b 40MS/s 94.2dB DR Signal-Chain Friendly Precision SAR Converter
ISSCC,2024,S2023-24,10,10.7,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,session,An 11GHz 2nd-order DPD FMCW Chirp Generator with 0.051% rms Frequency Error
ISSCC,2024,S2023-24,11,11.3,SP,Plenary / Invited / Panel / Showcase,Special / Non-technical,session,Metis AIPU: A 12nm 15TOPS/W 209.6TOPS SoC for Cost- and Energy-Efficient
ISSCC,2024,S2023-24,11,11.4,SP,Plenary / Invited / Panel / Showcase,Special / Non-technical,session,IBM NorthPole: An Architecture for Neural Network Inference with a 12nm Chip
ISSCC,2024,S2023-24,12,12.3,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,title,A Scalable and Instantaneously Wideband 5GS/s RF Correlator Based on Charge
ISSCC,2024,S2023-24,13,13.5,D2,Memory Devices & Technology,Devices & Process Technology,session,A 64Gb/s/pin PAM4 Single-Ended Transmitter with a Merged Pre-Emphasis
ISSCC,2024,S2023-24,14,14.2,C2,Data Converters & Analog Circuits,Circuits & Systems,session,Proactive Voltage Droop Mitigation Using Dual-Proportional-Derivative Control
ISSCC,2024,S2023-24,14,14.5,C2,Data Converters & Analog Circuits,Circuits & Systems,session,"A 12nm Linux-SMP-Capable RISC-V SoC with 14 Accelerator Types, Distributed"
ISSCC,2024,S2023-24,14,14.8,C2,Data Converters & Analog Circuits,Circuits & Systems,session,KASP: A 96.8% 10-Keyword Accuracy and 1.68μJ/Classification Keyword Spotting
ISSCC,2024,S2023-24,15,15.1,X1,Neuromorphic & In-Memory Computing,Cross-cutting / Emerging Computing,session,A 0.795fJ/b Physically-Unclonable-Function-Protected TCAM for a Software-Defined
ISSCC,2024,S2023-24,16,16.2,C6,Security & Hardware Trust,Circuits & Systems,session,A 28nm 69.4kOPS 4.4μJ/Op Versatile Post-Quantum Crypto-Processor Across
ISSCC,2024,S2023-24,16,16.5,C6,Security & Hardware Trust,Circuits & Systems,session,A Synthesizable Design-Agnostic Timing Fault Injection Monitor Covering 2MHz to
ISSCC,2024,S2023-24,16,16.6,C6,Security & Hardware Trust,Circuits & Systems,session,PACTOR: A Variation-Tolerant Probing-Attack Detector for a 2.5Gb/s×4-Channel
ISSCC,2024,S2023-24,16,16.7,C6,Security & Hardware Trust,Circuits & Systems,session,Power and EM Side-Channel-Attack-Resilient AES-128 Core with Round-Aligned
ISSCC,2024,S2023-24,18,18.2,C4,Wireline & Optical I/O,Circuits & Systems,session,A 4×64Gb/s NRZ 1.3pJ/b Co-Packaged and Fiber-Terminated 4-Ch VCSEL-Based
ISSCC,2024,S2023-24,8,8.1,C5,Power Management Circuits,Circuits & Systems,session,A 94.5%-Peak-Efficiency 3.99W/mm2-Power-Density Single-Inductor Bipolar
ISSCC,2024,S2023-24,8,8.2,C5,Power Management Circuits,Circuits & Systems,session,A 96.9%-Peak-Efficiency Bilaterally-Symmetrical Hybrid Buck-Boost
ISSCC,2024,S2023-24,8,8.3,C5,Power Management Circuits,Circuits & Systems,session,A Li-ion-Battery-Input 1-to-6V-Output Bootstrap-Free Hybrid Buck-or-Boost
ISSCC,2024,S2023-24,8,8.4,C5,Power Management Circuits,Circuits & Systems,session,A Fast-Transient 3-Fine-Level Buck-Boost Hybrid DC-DC Converter with
ISSCC,2024,S2023-24,8,8.5,C5,Power Management Circuits,Circuits & Systems,session,A 6nA Fully-Autonomous Triple-Input Hybrid-Inductor-Capacitor Multi-Output
ISSCC,2024,S2023-24,8,8.6,C5,Power Management Circuits,Circuits & Systems,session,An Integrated Dual-side Series/Parallel Piezoelectric Resonator-Based
ISSCC,2024,S2023-24,8,8.7,C5,Power Management Circuits,Circuits & Systems,session,A 92.7% Peak Efficiency 12V-to-60V Input to 1.2V Output Hybrid DC-DC
ISSCC,2024,S2023-24,8,8.8,C5,Power Management Circuits,Circuits & Systems,session,A 97.18% Peak-Efficiency Asymmetrically Implemented Dual-phase
ISSCC,2024,S2023-24,8,8.9,C5,Power Management Circuits,Circuits & Systems,session,A 96.5% Peak Efficiency Duty-Independent DC-DC Step-Up Converter with
ISSCC,2024,S2023-24,8,8.10,C5,Power Management Circuits,Circuits & Systems,session,A 5V-to-150V Input-Parallel Output-Series Hybrid DC-DC Boost Converter
ISSCC,2024,S2023-24,8,8.11,C5,Power Management Circuits,Circuits & Systems,session,A 48V-to-5V Buck Converter with Triple EMI Suppression Circuit Meeting
ISSCC,2024,S2023-24,9,9.1,C2,Data Converters & Analog Circuits,Circuits & Systems,session,A 2mW 70.7dB SNDR 200MS/s Pipelined-SAR ADC with Continuous-Time
ISSCC,2024,S2023-24,9,9.2,C2,Data Converters & Analog Circuits,Circuits & Systems,session,A 2.08mW 64.4dB SNDR 400MS/s 12b Pipelined-SAR ADC Using
ISSCC,2024,S2023-24,9,9.3,C2,Data Converters & Analog Circuits,Circuits & Systems,session,A 71dB SNDR 200MHz BW Interleaved Pipe-SAR ADC with a Shared
