conference,year,season,session_id,paper_id,area_code,area_name,tier1,map_source,title
VLSI,2025,S2025-26,C16,C16-2,C6,Security & Hardware Trust,Circuits & Systems,session,A 1.7 pJ/bit 10 MHz Calibration-Free PVT Variation and Mismatch Tolerant Latch-Based True Random Number
VLSI,2025,S2025-26,C16,C16-3,C6,Security & Hardware Trust,Circuits & Systems,session,"GUARD: A Fully-Digital TDC-Based Clock and Voltage Glitch Detector with On-Demand Protection in a 28nm CMOS, M"
VLSI,2025,S2025-26,C16,C16-4,C6,Security & Hardware Trust,Circuits & Systems,session,"Online Learning-Based Countermeasure Against Power Analysis Attacks, T. Wang, H. Qu, Q. Fang and M. Alioto, National"
VLSI,2025,S2025-26,T7,T7-1,C5,Power Management Circuits,Circuits & Systems,title,Backside Power Delivery for Power Switched Designs in 2nm CMOS: IR Drop and Block-level Power-Performance-Area
VLSI,2025,S2025-26,T7,T7-2,D3,"Interconnect, Packaging & 3D Integration",Devices & Process Technology,title,"A Novel Backside Signal Inter/Intra-Cell Routing Method Beyond Backside Power for Angstrom Nodes, J. Lee*, ***, S"
VLSI,2025,S2025-26,T7,T7-3,D3,"Interconnect, Packaging & 3D Integration",Devices & Process Technology,title,Heterogeneous 3D Integration of Low-Voltage E/D-mode GaN HEMTs on CMOS Chip for Efficient On-Chip Voltage
VLSI,2025,S2025-26,T7,T7-4,D3,"Interconnect, Packaging & 3D Integration",Devices & Process Technology,title,A 10W 3.8-5V Input IVR Chiplet with 93%-Peak-Efficiency and 3.2A/mm2 Density Featuring Wide Load Range and
VLSI,2025,S2025-26,TFS1,TFS1-1,D2,Memory Devices & Technology,Devices & Process Technology,session,"High Bandwidth Memory for AI, R. Sreeramaneni, L. Yang, R. Chang and N. Gajera, Micron Technology, Inc., USA"
VLSI,2025,S2025-26,TFS1,TFS1-2,D2,Memory Devices & Technology,Devices & Process Technology,session,"Emerging Embedded Non-Volatile Memories Beyond 28nm in AI Era, S. Han*, J. Oh*, T.-Y. Lee*, J. Park*, K. Yamane*, Y"
VLSI,2025,S2025-26,TFS1,TFS1-3,D2,Memory Devices & Technology,Devices & Process Technology,session,A Hybrid Monolithic 3D Integration of 2T0C DRAM and RRAM Chip for High-Precision In-Memory Point Cloud
VLSI,2025,S2025-26,TFS1,TFS1-4,D2,Memory Devices & Technology,Devices & Process Technology,session,224 TOPS/W-level Analog Computation in Memory Cell Using Hybrid Ferroelectric Tunnel Junction Having Enhanced
VLSI,2025,S2025-26,T8,T8-1,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,"Monolithic Optical Clock Distribution in Bulk CMOS Using I-Beam Waveguides, D. Sarkar, D. Baum and A. Hajimiri,"
VLSI,2025,S2025-26,T8,T8-2,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,"Digital-to-Optical Converters (DOCs) with Improved Nonlinearity for Energy-Efficient Optical Data Transmission, J"
VLSI,2025,S2025-26,T8,T8-3,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,"High-Performance Monolithic 3D Integrated Red µLEDoS Display for AR/VR, J. Park*, H. Kim**, Y. Kim**, W. Baek*, S. H"
VLSI,2025,S2025-26,T8,T8-4,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,A Heterogeneous CMOS Chip Monolithically integrating Monolayer MoS for Enhanced NUV Detection: A Scalable
VLSI,2025,S2025-26,C17,C17-1,X1,Neuromorphic & In-Memory Computing,Cross-cutting / Emerging Computing,session,DIAL: An Energy-Efficient DRAM In-Memory Computing Accelerator with Compact Partial Product LUT and Twisted
VLSI,2025,S2025-26,C17,C17-2,X1,Neuromorphic & In-Memory Computing,Cross-cutting / Emerging Computing,session,A 22nm 41.8TFLOPS/W AI-edge Transformer/CNN Nonvolatile-Processor Using QKV-Softmax-Layer-Fused Hybrid
VLSI,2025,S2025-26,C17,C17-3,X1,Neuromorphic & In-Memory Computing,Cross-cutting / Emerging Computing,session,CELLA: A 28nm Compute-Memory Co-Optimized Real-Time Digital CIM-Based Edge LLM Accelerator with
VLSI,2025,S2025-26,C17,C17-4,X1,Neuromorphic & In-Memory Computing,Cross-cutting / Emerging Computing,session,A Fully Integrated Mixed-Signal Compute-In-Memory Accelerator for Solving Arbitrary Order Boolean Satisfiability
VLSI,2025,S2025-26,C18,C18-1,C5,Power Management Circuits,Circuits & Systems,session,"A 0.087 fs FOM Current-Mirror-Based Analog-Assisted Digital LDO with VO Ripple Optimization, S.-Y. Nam, H. Park, W.-G"
VLSI,2025,S2025-26,C18,C18-2,C5,Power Management Circuits,Circuits & Systems,session,Distributed Power Management for 22nm AI Processor with Event-Driven Exponential Dual-Loop LDOs and Online
VLSI,2025,S2025-26,C18,C18-3,C5,Power Management Circuits,Circuits & Systems,session,A Fully Integrated Buck Voltage Regulator in 16nm with in-Package Air Core Inductor Featuring Digital Computational
VLSI,2025,S2025-26,C18,C18-4,C5,Power Management Circuits,Circuits & Systems,session,"An 85.6%-Efficiency Supply Modulator with Auxiliary Bidirectional Power for 200MHz 5G NR Applications, C.-Y. Chen*,"
VLSI,2025,S2025-26,C18,C18-5,C5,Power Management Circuits,Circuits & Systems,session,A 90-260 V Isolated Offline Single-Stage Single-Transformer-Winding Multiple-Output (STWMO) RGBW LED Driver
VLSI,2025,S2025-26,C19,C19-1,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,session,A 24.5-to-45.2-GHz Dual-Injection Clock Multiplier with Folded-Inductor-Based Magnetic-Flux Cancellation Achieving
VLSI,2025,S2025-26,C19,C19-2,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,session,"A Calibration-free ADPLL with < -80 dBc Fractional Spur Based on Pseudo-random Phase Modulation, N. Zhang*, S"
VLSI,2025,S2025-26,C19,C19-3,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,session,"A 31.5-36 GHz Low-Spur Gain-Boosting Charge-Sharing Locking PLL with 54fs Jitter, C. Khongprasongsiri, S. Kumar, P"
VLSI,2025,S2025-26,C19,C19-4,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,session,"A 2.3-15.8-GHz 8-Phase Injection-Ripple-Filtered Multi-Ring-Coupled DCO Enabling a Wideband Digital PLL, Z. Xu*, E"
VLSI,2025,S2025-26,C20,C20-1,D8,"Sensors, MEMS & Bio-devices",Devices & Process Technology,session,A -87.2 dB THD+N 89.1 dB DR Fully-Integrated Shunt-Resistor-Based In-Line Current Sensor with up to 2 MHz 14.4 V
VLSI,2025,S2025-26,C20,C20-2,D8,"Sensors, MEMS & Bio-devices",Devices & Process Technology,session,A 131-dBSPL AOP 66.3-dB SNR 105.7-μA-Standby All-Dynamic Digital Microphone with Self-Clocked Interference
VLSI,2025,S2025-26,C20,C20-3,D8,"Sensors, MEMS & Bio-devices",Devices & Process Technology,session,"A 5.2μW, 2-to-8-Channel Scalable, Speaker-Tracking Microphone Array Featuring a CNN-Defined AFE, S. Pan*, W.-H. Yu*,"
VLSI,2025,S2025-26,C20,C20-4,D8,"Sensors, MEMS & Bio-devices",Devices & Process Technology,session,"A 33aFrms, 3.4pF Base Capacitance, 192fF Input Range, 500kHz Sampling Frequency, Capacitance-to-Voltage"
VLSI,2025,S2025-26,C20,C20-5,D8,"Sensors, MEMS & Bio-devices",Devices & Process Technology,session,A Temperature-Insensitive Period-Modulation CDC with DLL-Based Comparator Delay Compensation Achieving
VLSI,2025,S2025-26,T9,T9-1,D2,Memory Devices & Technology,Devices & Process Technology,session,A Schottky Junction as a Hole Injector for Enhancing Erase Operation of 3D Flash Memory in CMOS Directly Bonded to
VLSI,2025,S2025-26,T9,T9-2,D2,Memory Devices & Technology,Devices & Process Technology,session,Low-Temperature NiSi Formation via Microwave Annealing for Stable Metal-Induced Lateral Crystallization in 3D NAND
VLSI,2025,S2025-26,T9,T9-3,D2,Memory Devices & Technology,Devices & Process Technology,session,Wide Memory Window and Steep ISPP Slope (13.2 V and 2.7) of an Aggressively Scaled 3D Ferroelectric NAND
VLSI,2025,S2025-26,T9,T9-4,D2,Memory Devices & Technology,Devices & Process Technology,session,"3D NOR-type FeFETs with Record Endurance of 1011, Fast Erase of 50 ns, and Immediate Read-After-Write for"
VLSI,2025,S2025-26,T10,T10-1,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,"Monolithic CFET Flow Improvements Integrating Cover Spacer and Dual-WF RMG, C. Cavalcante, S. Demuynck, C. Sheng, D"
VLSI,2025,S2025-26,T10,T10-2,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,"NanoStack Transistor Architecture for CMOS 7A Node and Beyond, S. Reboh, C. Zhang, T. Yamashita, L. W. Kin, R. Xie, T"
VLSI,2025,S2025-26,T10,T10-3,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,First Experimental Demonstration of Dual-sided N/P FETs in Filp FET (FFET) on 300 mm Wafers for Stacked Transistor
VLSI,2025,S2025-26,T10,T10-4,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,First Demonstration of Monolithic 3-Tier Nanosheet Transistor Stacking with Split Gate Featuring Tri-State Inverter/Half
VLSI,2025,S2025-26,T11,T11-1,D2,Memory Devices & Technology,Devices & Process Technology,session,Revealing Wake-Up Mechanism In Ultra-Thin Ferroelectric HZO: Domain De-Pinning Triggered by Oxygen Vacancy
VLSI,2025,S2025-26,T11,T11-2,D2,Memory Devices & Technology,Devices & Process Technology,session,Record-high Pr (2Pr > 40 µC/cm²) in 3 nm (Physical) Ferroelectric HZO Annealed at 450°C: High-T (85°C) Electrical
VLSI,2025,S2025-26,T11,T11-3,D2,Memory Devices & Technology,Devices & Process Technology,session,Innovative Nb Electrode Engineering for Ultra-Low-Voltage (V = 0.8 V) Ferroelectric Memory with Record-High Energy
VLSI,2025,S2025-26,T11,T11-4,D2,Memory Devices & Technology,Devices & Process Technology,session,Stacked AFE-Like/FE HZO (4.5nm) to Achieve 0.75V Operating Voltage and Record Endurance Exceeding 7E12 Using
VLSI,2025,S2025-26,T11,T11-5,D2,Memory Devices & Technology,Devices & Process Technology,session,First Demonstration of Annealing-free RT-prepared AlScN Film with Large Polarization (2P > 300 μC/cm²) and Ultra
VLSI,2025,S2025-26,C21,C21-1,C7,Biomedical & Wearable Circuits,Circuits & Systems,session,PANDA: A 3.178 TOPS/W Reconfigurable Seizure Prediction ANd Detection Neural Network Accelerator for Epilepsy
VLSI,2025,S2025-26,C21,C21-2,C7,Biomedical & Wearable Circuits,Circuits & Systems,session,A Closed-Loop Neuromodulation Chipset with 0.0009mm2-0.36μW/Ch Recording Frontend and 0.075mm2-6.76μW
VLSI,2025,S2025-26,C21,C21-3,C7,Biomedical & Wearable Circuits,Circuits & Systems,session,A No-Patient-Data Seizure Classifier SoC for Real-Time Classification of Seven Seizure Types Using Feature Fusion
VLSI,2025,S2025-26,C21,C21-4,C7,Biomedical & Wearable Circuits,Circuits & Systems,session,A 32-Channel 196-μW Logarithmic SoC for Brain Network Connectivity Extraction and Adaptive Psychiatric Symptom
VLSI,2025,S2025-26,C22,C22-1,D2,Memory Devices & Technology,Devices & Process Technology,session,A 2nm Gate-All-Around 128Kb Anti-Fuse One-Time Programmable Memory Featuring Dynamic Bit-Line and Sense
VLSI,2025,S2025-26,C22,C22-2,D2,Memory Devices & Technology,Devices & Process Technology,session,"GAA Backside-Power eFuse with 0.72um2 Bitcell, 1.59V Field Program, On-Demand Read and 1.8V Standby, Z. Chen, A"
VLSI,2025,S2025-26,C22,C22-3,D2,Memory Devices & Technology,Devices & Process Technology,session,A 4.2 Gb/s 5th generation F-chip of Toggle 5.1 Specification with All-Path Speed Boosting Scheme and SCA Protocol for
VLSI,2025,S2025-26,C22,C22-4,D2,Memory Devices & Technology,Devices & Process Technology,session,A Prototype 16Mbit RRAM on 55nm BCD with 56% Compact-Area Wordline Driver and Constant Write-Current Scheme
VLSI,2025,S2025-26,C23,C23-1,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,"A 0.71nJ, 1.53GS/s Throughput 256-FFT Using Floating Point Analog Computation, J. Chang, J. Lee, Y. Shen, S. Yun, Q"
VLSI,2025,S2025-26,C23,C23-2,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,"An OFDMA Baseband Processor Enabling 165μW Long-Range IoT Localization, A. Bejarano-Carbo, C.-W. Tseng, D. Komma,"
VLSI,2025,S2025-26,C23,C23-3,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,"A 28nm 84.9KOPS 1.82μJ/op RISC-V Crypto-SoC with Primitive-based Deep-coupling Unified Post-Quantum Engine, J"
VLSI,2025,S2025-26,C23,C23-4,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,Enabling Privacy-Preserving Collective Intelligence: A Twin In-Memory Encryption/ Processing Macro Featuring Group
VLSI,2025,S2025-26,T12,T12-1,D9,Emerging & Beyond-CMOS Devices,Devices & Process Technology,session,First Demonstration of BEOL-compatible ALD-deposited 2 nm-thick Indium-Tungsten-Tin-Oxide (IWTO) TFTs with
VLSI,2025,S2025-26,T12,T12-2,D9,Emerging & Beyond-CMOS Devices,Devices & Process Technology,session,ALD Polycrystalline Ga-Doped InO (Poly-IGO) Nanosheet Exceeding Intrinsic Mobility of 120 cm2/Vs for Process
VLSI,2025,S2025-26,T12,T12-3,D9,Emerging & Beyond-CMOS Devices,Devices & Process Technology,session,Critical Role of Quantum Confinement on Transfer Length in Achieving High-Performance InO Transistors with Ultra
VLSI,2025,S2025-26,T12,T12-4,D9,Emerging & Beyond-CMOS Devices,Devices & Process Technology,session,"First Demonstration of 2-floor GAA InO Nanosheet FET Enabled by TiN Sacrificial Layers and Fluorine Passivation,"
VLSI,2025,S2025-26,TFS2,TFS2-1,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,"Assessment on Nanosheet Transistor Variants Beyond 2nm Node, C.-H. Chang, P. C. Shen, V. S. Chang, K. T. Lai, C. S. Liang,"
VLSI,2025,S2025-26,TFS2,TFS2-2,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,"Beyond RibbonFET: Energy Efficiency Innovations to Drive Technology and Design for the Next Decade, C.-H. Lin, B"
VLSI,2025,S2025-26,TFS2,TFS2-3,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,3D Stacked FET (3DSFET) Logic and SRAM Technology Featuring Single Diffusion Break (SDB) and Back Side
VLSI,2025,S2025-26,TFS2,TFS2-4,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,session,"Compressive Diffusion Break Stressor for Gate-All-Around Nanosheet pFET Transistor Performance Improvement, S"
VLSI,2025,S2025-26,T13,T13-1,D6,"Power, RF & Analog Devices",Devices & Process Technology,session,3-kV GaN Smart Power Integration Platform for High-Power-Density Conversion Systems Using Charge-Balanced
VLSI,2025,S2025-26,T13,T13-2,D6,"Power, RF & Analog Devices",Devices & Process Technology,session,Improving Irradiation Reliability of 4H-SiC 1200V LDMOS and 20V CMOS Logic Circuits with Leakage Current Blocking
VLSI,2025,S2025-26,T13,T13-3,D6,"Power, RF & Analog Devices",Devices & Process Technology,session,"High Power/PAE (27.8dBm/66%) Emode GaN-on-Si MOSHEMTs for 5V FR3 UE Applications, A. Alian*, S. Yadav*, R"
VLSI,2025,S2025-26,C24,C24-1,C7,Biomedical & Wearable Circuits,Circuits & Systems,session,"An Active Silicon Perforated MEA for Seamless 3D Organoid Interfacing with Low-Noise, Scalable Multimodal"
VLSI,2025,S2025-26,C24,C24-2,C7,Biomedical & Wearable Circuits,Circuits & Systems,session,"A 10kHz-BW, 86.7dB-SNDR, 176.8dB-FoM, LNA-Embedded CT ΔΣ ADC for Closed-Loop Neural Recording, S. Lee*, J"
VLSI,2025,S2025-26,C24,C24-3,C7,Biomedical & Wearable Circuits,Circuits & Systems,session,38kbps Multi-Access Magnetoelectric Backscatter Communication with Non-Interrupted WPT for a Network of
VLSI,2025,S2025-26,C24,C24-4,C7,Biomedical & Wearable Circuits,Circuits & Systems,session,"128-Channel Multi-Chip Acoustic Hologram Generator, J. Kustin*, T. Kang**, S. Song*, Y. Naveed* and M. P. Flynn*, *Univ. of"
VLSI,2025,S2025-26,C25,C25-1,C2,Data Converters & Analog Circuits,Circuits & Systems,session,A Fractional-N Digital-PLL Based on a Power-Gated Ring-Oscillator and a Frequency-Stabilizing Loop Achieving 74fs
VLSI,2025,S2025-26,C25,C25-2,C2,Data Converters & Analog Circuits,Circuits & Systems,session,"A 58.9fs-Jitter Fractional-N Digital PLL Using a Double-Edge Variable-Slope DTC, D. Fagotti, S. M. Dartizio, F. Tesolin, R"
VLSI,2025,S2025-26,C25,C25-3,C2,Data Converters & Analog Circuits,Circuits & Systems,session,"A 6.4GHz Fractional-N PLL with 96.6fs Jitter and -257.4dB FoM, Z. Huang, S. Kong and F. Chen, The Hong Kong Univ. of"
VLSI,2025,S2025-26,C25,C25-4,C2,Data Converters & Analog Circuits,Circuits & Systems,session,"A 55.8-to-64.2GHz, 58.3fs -Jitter, -250.2dB-FoM Fractional-N Cascaded PLL in 28nm CMOS, J. Jung, E. Lee, D. Han, J"
VLSI,2025,S2025-26,C26,C26-1,C5,Power Management Circuits,Circuits & Systems,session,A 9.1mW All-5V-CMOS Series-Capacitor AC-DC Converter with C Reallocation Operations for 85-230V Mains
VLSI,2025,S2025-26,C26,C26-2,C5,Power Management Circuits,Circuits & Systems,session,A 16-24V to 1-1.8V 1.187W/mm3-Power-Density Hybrid DC-DC Converter Featuring Inductor Current in Σ-Fibonacci
VLSI,2025,S2025-26,C26,C26-3,C5,Power Management Circuits,Circuits & Systems,session,A 94.1%-Efficiency Flying-Capacitor-Shared 2-Inductor 3-Level Boost Converter with Simultaneous V and I Balance
VLSI,2025,S2025-26,C26,C26-4,C5,Power Management Circuits,Circuits & Systems,session,Matryoshka CSCR: A Reconfigurable Matryoshka-Stacked Continuous-Scalable-Conversion-Ratio Switched-Capacitor
VLSI,2025,S2025-26,T14,T14-1,D2,Memory Devices & Technology,Devices & Process Technology,session,A CMOS-Compatible 12nm 8Mb MLC RRAM Enabling Producible 2-Bit Per Cell for High Energy Efficiency Compute-In
VLSI,2025,S2025-26,T14,T14-2,D2,Memory Devices & Technology,Devices & Process Technology,session,"Achieving Outstanding Endurance (> 107) in Large-Array Two-Deck 16 nm SOM through Process, Structure, and Design"
VLSI,2025,S2025-26,T14,T14-3,D2,Memory Devices & Technology,Devices & Process Technology,session,Scalable Fabrication and Demonstration of the First Fully Integrated 14nm 2-Stack SOM (Selector Only Memory)
VLSI,2025,S2025-26,T14,T14-4,D2,Memory Devices & Technology,Devices & Process Technology,session,Multi-Stack InTe Selector-Only Memory (SOM) Achieving Ultra-Low Power Operation (10 μA) and Excellent Endurance
VLSI,2025,S2025-26,T14,T14-5,D2,Memory Devices & Technology,Devices & Process Technology,session,"Differences in Operational Mechanisms of As- and Sb-Based Selector Only Memory for Emerging 3DXP Architecture,"
VLSI,2025,S2025-26,JFS3,JFS3-1,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,"Wafer-Scale Integration for AI – The Holy Grail?, B. Kleveland, P. Ferolito, M. Morrison and A. Scherer, Cerebras Systems Inc., USA"
VLSI,2025,S2025-26,JFS3,JFS3-2,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,"Design Considerations for LLM Inference in Data Centers: Chip and Interconnect, Z. Shi, Y. Wang, M. Diao, W. Wu, Z. Su, X"
VLSI,2025,S2025-26,JFS3,JFS3-3,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,"Marco: Configurable Graph-Based Task Solving and Multi-AI Agents Framework for Hardware Design, C.-T. Ho, J. Gong,"
VLSI,2025,S2025-26,JFS3,JFS3-4,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,"An 157TOPS/W Transformer Learning Processor Supporting Forward Pass Only with Zeroth-Order Optimization, C.-Y"
VLSI,2025,S2025-26,JFS3,JFS3-5,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,"On Chip Customized Learning on Resistive Memory Technology for Secure Edge AI, M. Pallo*, **, S. D'Agostino**, M"
VLSI,2025,S2025-26,T15,T15-1,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,title,"Record PMOS WSe GAA Performance Using Contact Planarization, and Systematic Exploration of Manufacturable,"
VLSI,2025,S2025-26,T15,T15-2,D3,"Interconnect, Packaging & 3D Integration",Devices & Process Technology,title,First Demonstration of BEOL-Compatible Co-Sputter Deposited Te Se p-FETs Enabling 3D Stackable Oxide
VLSI,2025,S2025-26,T15,T15-3,??,(unmapped),,title,"Homo-Channel WSe n/pFETs with High Performance and On/Off Ratio Using Tunable Doping, K.-H. Chiu*, W.-C. Wu*,"
VLSI,2025,S2025-26,T15,T15-4,D1,Logic & Advanced CMOS Devices,Devices & Process Technology,title,"1000x Lower Leakage in High-Performance Carbon Nanotube Nanosheet FETs, N. S. Safron*, H.-Y. Chiu**, ***, T.-A"
VLSI,2025,S2025-26,T15,T15-5,D3,"Interconnect, Packaging & 3D Integration",Devices & Process Technology,title,"Wafer-Scale Monolithic 3D Integration of CMOS Logic Gates Based on 2D Materials, L. Hu, J. Shim, J. Kim, H.-S. Jang, B"
VLSI,2025,S2025-26,C27,C27-1,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,2/3-inch 2.1Megapixel SPAD Image Sensor with 156dB Single-Shot Dynamic Range and LED Flicker Mitigation Based
VLSI,2025,S2025-26,C27,C27-2,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,A 25M points/s Back-Illuminated Stacked SPAD Direct Time-of-Flight Depth Sensor with Equivalent Time Sampling for
VLSI,2025,S2025-26,C27,C27-3,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,A Radiation-Hardened Neuromorphic Imager with Self-Healing Spiking Pixels and Unified Spiking Neural Network for
VLSI,2025,S2025-26,C27,C27-4,D7,"Optoelectronics, Display & Image Sensors",Devices & Process Technology,session,A 320µm2 Minimum Guard-band Metal Resistor-based Temperature Sensor with +/-1.4°C Inaccuracy in 18A RibbonFet
VLSI,2025,S2025-26,C28,C28-1,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,session,"A 150 GHz High-Power-Density Phased-Array Transceiver in 65nm CMOS for 6G UE Module, Y. Yamazaki*, S. Park*, T"
VLSI,2025,S2025-26,C28,C28-2,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,session,A 52Gb/s 8.9dBm EIRP 300GHz-Band Amplifier-Last Outphasing Transmitter with Path Mismatch Calibration in 65nm
VLSI,2025,S2025-26,C28,C28-3,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,session,A 0.184 mm2 W-band Single-RTWO-Based Subharmonic RX Achieving 3.72 dB-NF and I/Q Mismatch < 0.8° in 22nm
VLSI,2025,S2025-26,C28,C28-4,C3,"RF, mmWave & Wireless Transceivers",Circuits & Systems,session,"A CMOS Antenna-to-Bits 230-mW 120-Gbps F-band Receiver with Analog-Domain 64QAM Detection and Extraction, Y"
VLSI,2025,S2025-26,C29,C29-1,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,"A 142mW 6.4Gbps Massive MU-MIMO RSMA Detector for Next-Generation Communication Systems, P.-J. Chen, R.-H"
VLSI,2025,S2025-26,C29,C29-2,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,"A 6.2mm2 56.6Gbps 18.2pJ/b oFEC Decoder for Optical Communications, C.-H. Lu, W. Tang and Z. Zhengya, Univ. of"
VLSI,2025,S2025-26,C29,C29-3,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,"Cygnus: A 1 GHz Heterogeneous Octa-Core RISC-V Vector Processor for DSP, V. Jain, D. Grubb, J. Zhao, K. Anderson, K. T"
VLSI,2025,S2025-26,C29,C29-4,C1,Digital Processors & AI Accelerators,Circuits & Systems,session,A 16nm 550 - 1320 BTOPS/W NPU Exploiting Training-free Structured Bit-level Sparsity and Dynamic Dataflow
VLSI,2025,S2025-26,C30,C30-1,X2,Quantum & Cryogenic Technology,Cross-cutting / Emerging Computing,session,"A 5.6-100K, 128ppm/K Cryo-CMOS Current Reference, S. Ray, D. Frank, J. Bulzacchelli, B. Sadhu, K. Tien, M. Yeck, S. Lukashov,"
VLSI,2025,S2025-26,C30,C30-2,X2,Quantum & Cryogenic Technology,Cross-cutting / Emerging Computing,session,"A Cryo-CMOS RF-DAC Based Super-heterodyne Transmitter for Superconducting Qubit Control, F. Yuan*, H. Su*, Y"
VLSI,2025,S2025-26,C30,C30-3,X2,Quantum & Cryogenic Technology,Cross-cutting / Emerging Computing,session,A Cryogenic 1.08mW/Qubit Fully-Integrated 4-Channel Frequency-Division-Multiplexing Transmon Qubit State Readout
VLSI,2025,S2025-26,C30,C30-4,X2,Quantum & Cryogenic Technology,Cross-cutting / Emerging Computing,session,"0.25 mW/qubit, 5.7-7.5 GHz Cryogenic CMOS Microwave Signal Selector Using Dual-Stage Injection-Locked Oscillator"
VLSI,2025,S2025-26,T16,T16-1,D2,Memory Devices & Technology,Devices & Process Technology,session,Designing Robust Interfaces of HZO Module (>1012 at 85 °C) with High Sensing Margin (>300 mV) for ≤1.1 V 1T-1F with
VLSI,2025,S2025-26,T16,T16-2,D2,Memory Devices & Technology,Devices & Process Technology,session,Vertical 2T-nC FeRAM Demonstration: BEOL Read Transistor for 4F2 Memory Strings and Two-Terminal Selector Design
VLSI,2025,S2025-26,T16,T16-3,D2,Memory Devices & Technology,Devices & Process Technology,session,"FeRAM Capacitor with Novel Low-Power, Non-Destructive and High Endurance Read Operation for High-Density"
VLSI,2025,S2025-26,T16,T16-4,D2,Memory Devices & Technology,Devices & Process Technology,session,"Exploring FeFET Degradation Mechanisms: Mid-Interlayer as a Viable Solution for Stable Retention, Disturb Immunity,"
VLSI,2025,S2025-26,T17,T17-1,D5,"Device Modeling, Simulation & Reliability",Devices & Process Technology,session,"Key to Low Supply Voltage: Transition Region of Oxide Semiconductor Transistors, K. Jana*, J. Kang*, S. Liu*, F. F"
VLSI,2025,S2025-26,T17,T17-2,D5,"Device Modeling, Simulation & Reliability",Devices & Process Technology,session,First Demonstration of Fluorine-Treated IGZO FETs with Record-Low Positive Bias Temperature Instability (|ΔV | < 44
VLSI,2025,S2025-26,T17,T17-3,D5,"Device Modeling, Simulation & Reliability",Devices & Process Technology,session,First Demonstration of Atomic-Interlayer-Tuning Driven by First Principles Calculations and Atomic Layer Deposition
VLSI,2025,S2025-26,T17,T17-4,D5,"Device Modeling, Simulation & Reliability",Devices & Process Technology,session,First Direct Observation of Two Different Hydrogen-Related Processes Corresponding to the Negative VTH Shift Under
VLSI,2025,S2025-26,T18,T18-1,D3,"Interconnect, Packaging & 3D Integration",Devices & Process Technology,session,Novel Advanced Low-k Dielectric for 2 nm and Beyond Cu and Post Cu Dual Damascene BEOL Interconnect
VLSI,2025,S2025-26,T18,T18-2,D3,"Interconnect, Packaging & 3D Integration",Devices & Process Technology,session,"BEOL Interconnects for 2nm Technology Node and Beyond, G. Thareja*, A. Mema**, G. Qu*, N. Giulani*, D. Cornigli*, T"
VLSI,2025,S2025-26,T18,T18-3,D3,"Interconnect, Packaging & 3D Integration",Devices & Process Technology,session,"Selective Deposition and Ruthenium Superfill Exploration Beyond A10 Node Interconnects, M. H. van der Veen*, G"
VLSI,2025,S2025-26,T18,T18-4,D3,"Interconnect, Packaging & 3D Integration",Devices & Process Technology,session,"Effects of Adjacent Floating Metal Interconnect Through Plasma-Induced Coupling, S. Lee, S. H. Lee, H. Choi, B. Woo, D.-K"
VLSI,2025,S2025-26,T19,T19-1,D3,"Interconnect, Packaging & 3D Integration",Devices & Process Technology,session,"Orthogonal V Tuning for Oxide Semiconductor 2T Gain Cell Enabled by Interface Dipole Engineering, F. F. Athena*, J"
